,war,타수,득점,안타,2루타,3루타,홈런,타점,도루성공,도루실패,4구,사구,고의4구,삼진,병살타,희생타,희생플라이,타율,출루율,장타율,R/ePA,wRC+,rangeRAA,종합 RAA,WAAwoPOS
5063,2.78,293.0,39.0,89.0,17.0,1.0,7.0,46.0,15.0,5.0,53.0,3.0,6.0,25.0,11.0,0.0,3.0,0.304,0.412,0.44,0.05,148.3,1.94,1.94,0.2
5064,2.75,357.0,26.0,86.0,13.0,0.0,5.0,35.0,13.0,3.0,30.0,2.0,1.0,37.0,6.0,7.0,1.0,0.241,0.303,0.319,-0.042,70.3,10.41,10.41,1.071
5065,2.7,358.0,39.0,105.0,17.0,0.0,13.0,61.0,1.0,1.0,56.0,2.0,6.0,79.0,12.0,0.0,4.0,0.293,0.388,0.45,0.037,137.3,-0.0147342493007999,0.0687358225748231,0.0047916157630066
5066,2.58,272.0,34.0,76.0,7.0,0.0,11.0,45.0,1.0,1.0,30.0,1.0,3.0,41.0,6.0,6.0,4.0,0.279,0.349,0.426,0.007,111.6,0.81,-0.25,-0.026
5067,2.55,324.0,53.0,102.0,20.0,0.0,8.0,53.0,12.0,6.0,31.0,3.0,3.0,26.0,4.0,2.0,3.0,0.315,0.377,0.451,0.035,136.1,-0.0113504924888446,0.0661870228047788,0.004672944173026
5068,2.48,351.0,47.0,102.0,13.0,1.0,1.0,36.0,16.0,7.0,40.0,2.0,0.0,47.0,6.0,8.0,3.0,0.291,0.364,0.342,0.002,107.7,-6.83,-6.83,-0.703
5069,2.39,352.0,44.0,109.0,16.0,5.0,1.0,24.0,16.0,11.0,35.0,1.0,2.0,41.0,5.0,1.0,2.0,0.31,0.372,0.392,0.02,122.9,-0.87,-0.87,-0.089
5070,2.29,383.0,44.0,102.0,16.0,0.0,23.0,73.0,0.0,1.0,50.0,11.0,4.0,78.0,9.0,0.0,6.0,0.266,0.362,0.488,0.022,124.8,-0.0052880350962235,0.0588988059649247,0.0042155711894338
5071,2.22,200.0,25.0,59.0,12.0,1.0,6.0,30.0,1.0,2.0,28.0,6.0,1.0,44.0,2.0,1.0,4.0,0.295,0.391,0.455,0.037,138.1,1.46,1.46,0.151
5072,2.19,296.0,27.0,79.0,16.0,3.0,3.0,41.0,4.0,3.0,26.0,2.0,0.0,54.0,8.0,5.0,2.0,0.267,0.328,0.372,-0.011,96.8,1.11,2.65,0.273
5073,2.17,523.0,71.0,138.0,5.0,2.0,0.0,33.0,63.0,15.0,39.0,2.0,1.0,80.0,3.0,9.0,1.0,0.264,0.317,0.281,-0.045,67.5,4.99,4.99,0.514
5074,2.11,362.0,36.0,98.0,18.0,1.0,8.0,47.0,3.0,1.0,31.0,5.0,1.0,65.0,12.0,7.0,3.0,0.271,0.334,0.392,-0.007,100.1,-1.57,-1.57,-0.161
5075,2.1,412.0,75.0,129.0,16.0,7.0,1.0,42.0,32.0,18.0,24.0,8.0,0.0,61.0,6.0,9.0,5.0,0.313,0.359,0.393,0.007,112.0,0.0023170878460266,0.0594519924789581,0.0044237694187832
5076,2.0,261.0,37.0,72.0,15.0,0.0,12.0,58.0,2.0,1.0,45.0,3.0,2.0,49.0,8.0,0.0,5.0,0.276,0.382,0.471,0.04,140.4,-0.0014075942006707,0.054151451147798,0.0039820185387223
5077,1.87,146.0,14.0,46.0,13.0,1.0,3.0,25.0,2.0,0.0,20.0,2.0,0.0,24.0,8.0,0.0,3.0,0.315,0.398,0.479,0.059,156.9,-0.42,0.33,0.034
5078,1.76,300.0,33.0,70.0,16.0,3.0,1.0,26.0,13.0,3.0,33.0,2.0,0.0,57.0,5.0,10.0,1.0,0.233,0.313,0.317,-0.035,76.6,4.96,4.96,0.511
5079,1.74,317.0,38.0,90.0,19.0,4.0,1.0,38.0,9.0,3.0,32.0,1.0,0.0,26.0,11.0,9.0,3.0,0.284,0.348,0.379,0.005,110.1,2.65,2.65,0.273
5080,1.71,309.0,51.0,90.0,16.0,0.0,0.0,25.0,24.0,13.0,51.0,0.0,0.0,40.0,5.0,2.0,0.0,0.291,0.392,0.343,0.024,127.1,0.0087249200978264,0.0537575520658626,0.0041794819934947
5081,1.66,218.0,31.0,66.0,11.0,1.0,3.0,17.0,2.0,3.0,28.0,2.0,0.0,35.0,4.0,2.0,0.0,0.303,0.387,0.404,0.033,134.1,-2.36,-2.36,-0.243
5082,1.65,271.0,41.0,78.0,21.0,2.0,2.0,27.0,2.0,1.0,26.0,1.0,0.0,40.0,9.0,2.0,5.0,0.288,0.347,0.402,0.01,114.5,3.39,3.39,0.349
5083,1.63,385.0,49.0,107.0,16.0,2.0,8.0,49.0,1.0,1.0,46.0,7.0,4.0,37.0,10.0,2.0,2.0,0.278,0.364,0.392,0.006,111.2,0.0117501373077122,0.0497661847537727,0.0038932313113628
5084,1.62,155.0,11.0,47.0,6.0,0.0,1.0,17.0,1.0,1.0,14.0,3.0,0.0,21.0,2.0,5.0,1.0,0.303,0.37,0.361,0.006,111.0,0.26,0.02,0.002
5085,1.44,314.0,46.0,86.0,18.0,1.0,1.0,34.0,21.0,9.0,36.0,5.0,0.0,50.0,3.0,7.0,1.0,0.274,0.357,0.347,-0.002,104.3,-3.58,-3.58,-0.369
5086,1.36,367.0,46.0,95.0,11.0,1.0,8.0,43.0,6.0,5.0,37.0,7.0,0.0,65.0,13.0,23.0,10.0,0.259,0.33,0.36,-0.022,87.6,2.22,2.22,0.228
5087,1.19,414.0,48.0,116.0,18.0,0.0,13.0,62.0,4.0,5.0,28.0,5.0,1.0,82.0,11.0,0.0,4.0,0.28,0.33,0.418,-0.003,103.3,0.0217084782281691,0.0407814534279478,0.0034123460047892
5088,1.15,355.0,43.0,96.0,21.0,2.0,3.0,34.0,8.0,4.0,36.0,5.0,1.0,41.0,13.0,2.0,1.0,0.27,0.345,0.366,-0.005,101.8,-2.39,-2.39,-0.246
5089,1.13,334.0,39.0,86.0,12.0,2.0,2.0,32.0,16.0,6.0,34.0,1.0,0.0,55.0,5.0,2.0,3.0,0.257,0.325,0.323,-0.026,83.9,0.0275421167596876,0.0435292990177101,0.0037308679898136
5090,1.08,227.0,29.0,64.0,13.0,0.0,1.0,19.0,2.0,1.0,27.0,6.0,0.0,35.0,9.0,4.0,0.0,0.282,0.373,0.352,0.006,111.0,2.15,2.15,0.221
5091,1.06,248.0,32.0,66.0,12.0,1.0,10.0,42.0,1.0,1.0,19.0,2.0,2.0,55.0,6.0,0.0,1.0,0.266,0.322,0.444,-0.002,104.7,2.93,2.93,0.301
5092,1.01,330.0,25.0,75.0,18.0,1.0,10.0,49.0,0.0,0.0,17.0,1.0,1.0,76.0,6.0,1.0,4.0,0.227,0.264,0.379,-0.051,62.6,0.52,0.05,0.005
5093,1.01,127.0,18.0,37.0,10.0,1.0,1.0,15.0,2.0,0.0,12.0,1.0,0.0,13.0,3.0,1.0,1.0,0.291,0.355,0.409,0.017,120.6,0.87,0.87,0.09
5094,0.95,149.0,23.0,43.0,5.0,0.0,2.0,14.0,11.0,2.0,15.0,2.0,1.0,27.0,2.0,8.0,0.0,0.289,0.361,0.362,0.001,106.3,-1.7,-1.7,-0.175
5095,0.94,134.0,27.0,37.0,8.0,0.0,3.0,14.0,3.0,4.0,19.0,3.0,0.0,28.0,3.0,3.0,1.0,0.276,0.376,0.403,0.02,122.8,1.3,1.3,0.134
5096,0.92,278.0,39.0,71.0,2.0,2.0,0.0,24.0,5.0,9.0,30.0,2.0,0.0,40.0,8.0,10.0,2.0,0.255,0.33,0.277,-0.039,73.2,3.78,3.78,0.389
5097,0.92,371.0,53.0,91.0,13.0,3.0,0.0,20.0,19.0,5.0,30.0,10.0,4.0,75.0,3.0,7.0,1.0,0.245,0.318,0.296,-0.048,65.8,4.66,4.66,0.479
5098,0.92,283.0,43.0,79.0,4.0,4.0,1.0,26.0,19.0,3.0,33.0,3.0,2.0,56.0,6.0,15.0,3.0,0.279,0.357,0.332,-0.011,96.8,0.0292646067845744,0.0380949871729121,0.0033774637631029
5099,0.89,125.0,9.0,31.0,8.0,1.0,2.0,19.0,2.0,0.0,6.0,0.0,0.0,13.0,0.0,4.0,3.0,0.248,0.276,0.376,-0.04,72.3,0.36,-0.11,-0.011
5100,0.88,138.0,21.0,31.0,9.0,2.0,2.0,19.0,2.0,3.0,22.0,1.0,0.0,41.0,0.0,3.0,0.0,0.225,0.335,0.362,-0.007,100.1,0.0294873504843832,0.0371153581692677,0.0033142491574116
5101,0.86,258.0,38.0,70.0,16.0,3.0,3.0,32.0,16.0,8.0,26.0,6.0,0.0,46.0,2.0,5.0,0.0,0.271,0.352,0.391,0.004,109.5,-10.04,-10.04,-1.034
5102,0.84,314.0,29.0,68.0,13.0,2.0,0.0,32.0,5.0,0.0,32.0,2.0,0.0,52.0,9.0,10.0,2.0,0.217,0.291,0.271,-0.059,56.8,6.89,6.89,0.71
5103,0.83,213.0,22.0,60.0,9.0,3.0,2.0,23.0,2.0,4.0,16.0,5.0,0.0,28.0,7.0,2.0,1.0,0.282,0.345,0.38,-0.006,101.1,-3.5,-3.5,-0.36
5104,0.81,140.0,19.0,38.0,7.0,0.0,7.0,23.0,0.0,0.0,10.0,3.0,0.0,44.0,5.0,1.0,0.0,0.271,0.333,0.471,0.01,115.1,0.0266274625353372,0.0310397174786604,0.0027945070071706
5105,0.81,261.0,48.0,65.0,8.0,5.0,1.0,21.0,12.0,3.0,25.0,2.0,0.0,33.0,7.0,3.0,1.0,0.249,0.318,0.33,-0.03,80.4,-4.31,-4.31,-0.443
5106,0.72,393.0,33.0,101.0,19.0,2.0,2.0,40.0,5.0,5.0,30.0,3.0,1.0,51.0,12.0,4.0,4.0,0.257,0.312,0.331,-0.035,76.1,3.74,3.74,0.385
5107,0.69,159.0,15.0,38.0,7.0,2.0,1.0,23.0,0.0,0.0,15.0,1.0,0.0,15.0,4.0,3.0,2.0,0.239,0.305,0.327,-0.037,74.3,-0.19,-0.45,-0.046
5108,0.69,119.0,12.0,32.0,8.0,0.0,4.0,17.0,0.0,2.0,14.0,3.0,1.0,18.0,2.0,3.0,2.0,0.269,0.355,0.437,0.011,115.0,-0.58,-0.58,-0.06
5109,0.64,333.0,37.0,90.0,10.0,0.0,3.0,27.0,1.0,2.0,39.0,2.0,2.0,38.0,8.0,0.0,1.0,0.27,0.349,0.327,-0.013,94.8,-1.24,-1.24,-0.128
5110,0.61,166.0,16.0,45.0,9.0,0.0,2.0,13.0,5.0,3.0,14.0,1.0,0.0,34.0,5.0,6.0,0.0,0.271,0.331,0.361,-0.011,96.9,-1.09,-1.09,-0.113
5111,0.6,143.0,25.0,30.0,7.0,1.0,0.0,9.0,2.0,0.0,23.0,0.0,0.0,31.0,2.0,3.0,0.0,0.21,0.319,0.273,-0.037,74.9,2.78,2.78,0.286
5112,0.6,214.0,28.0,52.0,9.0,2.0,8.0,18.0,2.0,3.0,19.0,3.0,0.0,55.0,8.0,5.0,2.0,0.243,0.311,0.416,-0.016,92.5,2.41,2.41,0.248
5113,0.59,135.0,13.0,36.0,7.0,0.0,0.0,17.0,1.0,0.0,10.0,2.0,0.0,23.0,0.0,2.0,3.0,0.267,0.32,0.319,-0.034,76.9,0.69,0.69,0.071
5114,0.57,264.0,35.0,65.0,11.0,1.0,2.0,31.0,5.0,4.0,24.0,7.0,0.0,46.0,10.0,17.0,2.0,0.246,0.323,0.318,-0.037,75.7,0.68,-1.26,-0.13
5115,0.54,106.0,13.0,26.0,5.0,2.0,4.0,9.0,0.0,0.0,11.0,1.0,0.0,21.0,3.0,1.0,2.0,0.245,0.317,0.443,-0.004,102.4,1.35,1.35,0.138
5116,0.54,156.0,17.0,34.0,9.0,1.0,1.0,16.0,13.0,4.0,9.0,1.0,0.0,19.0,2.0,9.0,1.0,0.218,0.263,0.308,-0.07,48.9,2.07,2.07,0.213
5117,0.53,70.0,9.0,17.0,1.0,1.0,3.0,9.0,0.0,0.0,8.0,4.0,0.0,23.0,1.0,0.0,0.0,0.243,0.354,0.414,-0.006,100.7,0.0348000601681106,0.0262786529851568,0.0025866619912699
5118,0.52,171.0,21.0,40.0,8.0,0.0,6.0,23.0,0.0,1.0,12.0,2.0,0.0,49.0,5.0,3.0,2.0,0.234,0.289,0.386,-0.037,74.2,-0.47,0.37,0.038
5119,0.5,261.0,19.0,65.0,6.0,2.0,4.0,22.0,1.0,1.0,13.0,1.0,1.0,28.0,7.0,6.0,5.0,0.249,0.282,0.333,-0.054,60.3,-0.3,-0.71,-0.073
5120,0.5,86.0,8.0,23.0,3.0,0.0,2.0,9.0,1.0,1.0,5.0,1.0,0.0,13.0,1.0,1.0,1.0,0.267,0.312,0.372,-0.027,82.9,0.2,-0.38,-0.039
5121,0.46,173.0,19.0,36.0,8.0,0.0,2.0,15.0,7.0,2.0,13.0,2.0,0.0,47.0,2.0,4.0,0.0,0.208,0.271,0.289,-0.068,48.6,0.0472417609336888,0.0321723566691474,0.0032377467705063
5122,0.44,50.0,3.0,12.0,4.0,0.0,1.0,6.0,1.0,1.0,9.0,0.0,0.0,10.0,0.0,1.0,0.0,0.24,0.356,0.38,0.013,117.2,-0.97,-0.97,-0.1
5123,0.43,285.0,30.0,79.0,18.0,1.0,3.0,26.0,4.0,7.0,21.0,10.0,0.0,57.0,9.0,1.0,2.0,0.277,0.346,0.379,-0.008,99.4,0.0379536907013314,0.0265259734024768,0.0026859856444041
5124,0.38,156.0,21.0,44.0,8.0,0.0,2.0,21.0,1.0,0.0,20.0,3.0,1.0,25.0,9.0,0.0,2.0,0.282,0.37,0.372,0.007,112.1,1.96,1.96,0.202
5125,0.34,381.0,32.0,101.0,15.0,0.0,14.0,62.0,0.0,3.0,31.0,9.0,1.0,62.0,16.0,5.0,5.0,0.265,0.331,0.415,-0.009,98.1,2.13,2.13,0.219
5126,0.33,68.0,8.0,16.0,0.0,0.0,3.0,7.0,0.0,1.0,20.0,0.0,0.0,11.0,5.0,0.0,0.0,0.235,0.409,0.368,0.034,135.2,0.72,0.72,0.074
5127,0.31,261.0,24.0,72.0,10.0,0.0,4.0,32.0,1.0,4.0,26.0,1.0,3.0,49.0,7.0,1.0,4.0,0.276,0.339,0.36,-0.013,94.6,-2.2,-2.2,-0.226
5128,0.31,66.0,10.0,16.0,2.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,16.0,1.0,5.0,1.0,0.242,0.329,0.303,-0.033,79.5,0.81,0.81,0.084
5129,0.31,120.0,14.0,33.0,7.0,0.0,0.0,5.0,2.0,1.0,8.0,0.0,0.0,15.0,4.0,6.0,0.0,0.275,0.32,0.333,-0.023,87.1,0.0434949341930917,0.0270980490756396,0.0028426738221934
5130,0.27,10.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.3,0.417,0.5,0.088,175.7,0.26,0.26,0.027
5131,0.27,119.0,6.0,25.0,3.0,0.0,0.0,9.0,2.0,0.0,9.0,2.0,0.0,24.0,1.0,4.0,1.0,0.21,0.275,0.235,-0.083,36.3,0.45,1.08,0.111
5132,0.2,271.0,24.0,63.0,7.0,3.0,1.0,26.0,0.0,1.0,17.0,5.0,0.0,29.0,5.0,4.0,6.0,0.232,0.284,0.292,-0.068,48.6,1.51,1.51,0.156
5133,0.17,151.0,25.0,34.0,2.0,0.0,2.0,14.0,8.0,3.0,19.0,5.0,0.0,32.0,4.0,6.0,5.0,0.225,0.322,0.278,-0.051,63.5,2.03,2.03,0.209
5134,0.17,15.0,3.0,4.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.267,0.313,0.533,0.035,136.6,0.0359237516040075,0.017618757559252,0.0020249284301128
5135,0.14,45.0,6.0,12.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.267,0.267,0.4,-0.042,70.7,0.0485471155605228,0.0216492493592613,0.0024915323704867
5136,0.13,82.0,8.0,19.0,2.0,0.0,0.0,5.0,0.0,1.0,9.0,0.0,0.0,12.0,2.0,2.0,1.0,0.232,0.304,0.256,-0.054,60.1,1.0,1.0,0.103
5137,0.11,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.333,0.429,0.5,0.097,189.5,0.0288770727224144,0.0160175125012877,0.0018629471796093
5138,0.11,13.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.385,0.385,0.462,0.056,154.2,0.0349963341867592,0.0177393314498786,0.0020608538871803
5139,0.11,8.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.375,0.375,0.625,0.092,175.7,-0.17,-0.17,-0.017
5140,0.09,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.126,192.1,0.09,0.09,0.01
5141,0.08,127.0,15.0,33.0,4.0,1.0,3.0,20.0,0.0,0.0,11.0,0.0,1.0,23.0,3.0,0.0,0.0,0.26,0.319,0.378,-0.019,89.8,-1.24,-1.24,-0.128
5142,0.07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.601,624.6,0.0,0.0,0.0
5143,0.07,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.582,608.2,-0.0451709920311988,-0.0105822778548144,-0.0010187903063023
5144,0.06,49.0,6.0,11.0,0.0,0.0,1.0,4.0,0.0,0.0,10.0,0.0,1.0,11.0,1.0,0.0,0.0,0.224,0.356,0.286,-0.023,86.2,0.0488720893790176,0.0226263565284975,0.0026231835020251
5145,0.05,16.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.25,0.25,0.438,-0.044,68.2,-0.02,-0.04,-0.004
5146,0.04,68.0,7.0,19.0,6.0,0.0,1.0,9.0,1.0,0.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,0.279,0.29,0.412,-0.017,91.6,-0.23,-0.23,-0.024
5147,0.04,113.0,9.0,29.0,5.0,0.0,1.0,12.0,1.0,1.0,14.0,4.0,1.0,16.0,3.0,1.0,2.0,0.257,0.353,0.327,-0.021,88.0,-0.75,-0.75,-0.077
5148,0.03,22.0,4.0,6.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,0.273,0.304,0.318,-0.037,76.6,-0.06,-0.06,-0.006
5149,0.03,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.25,0.333,0.375,-0.04,71.9,-0.05,-0.05,-0.005
5150,0.02,26.0,2.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.269,0.269,0.385,-0.05,64.5,-0.41,-0.41,-0.043
5151,0.02,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.333,0.333,-0.02,88.5,0.0,0.0,0.0
5152,0.02,206.0,15.0,47.0,6.0,2.0,1.0,14.0,1.0,2.0,6.0,3.0,0.0,32.0,5.0,12.0,3.0,0.228,0.257,0.291,-0.083,37.7,2.81,2.81,0.289
5153,0.02,26.0,6.0,7.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,0.269,0.321,0.385,-0.037,76.0,0.32,0.32,0.033
5154,0.0,127.0,27.0,32.0,6.0,2.0,1.0,14.0,16.0,6.0,7.0,0.0,0.0,32.0,2.0,3.0,2.0,0.252,0.287,0.354,-0.039,72.9,0.0516919799661173,0.0204407277184848,0.00248389755242
5155,-0.01,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.4,0.25,0.004,109.9,0.02,0.04,0.004
5156,-0.02,26.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.308,0.333,0.308,-0.029,81.5,0.39,0.39,0.04
5158,-0.02,26.0,8.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.154,0.313,0.154,-0.098,21.9,0.0622146953555823,0.025562827058608,0.0030255973473878
5169,-0.03,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.145,-18.9,0.0688474476133021,0.0258348572479416,0.0031048745855452
5170,-0.04,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.144,-18.2,0.0689642290664567,0.0256894779644182,0.0030983089847247
5171,-0.04,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.146,-20.0,0.0691798320707479,0.02554876910325,0.0030875207142748
5172,-0.04,18.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.167,0.25,0.167,-0.11,11.0,0.33,0.33,0.034
5173,-0.04,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167,0.167,0.167,-0.178,-47.0,-0.01,0.01,0.001
5175,-0.06,100.0,7.0,21.0,7.0,0.0,1.0,13.0,0.0,0.0,8.0,0.0,0.0,18.0,4.0,0.0,1.0,0.21,0.266,0.31,-0.062,52.4,-0.15,-0.19,-0.02
5177,-0.06,157.0,20.0,31.0,5.0,1.0,1.0,5.0,9.0,4.0,14.0,4.0,0.0,31.0,5.0,5.0,0.0,0.197,0.28,0.261,-0.077,41.1,2.2,2.2,0.226
5179,-0.06,78.0,7.0,18.0,6.0,1.0,1.0,9.0,0.0,0.0,5.0,2.0,0.0,23.0,3.0,1.0,0.0,0.231,0.294,0.372,-0.036,75.3,0.55,0.55,0.056
5180,-0.06,12.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25,0.308,0.25,-0.06,54.7,0.0569898368339769,0.0223533341790133,0.0027247202113173
5182,-0.08,33.0,4.0,7.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,9.0,0.0,4.0,0.0,0.212,0.235,0.273,-0.106,23.9,0.43,0.43,0.045
5183,-0.09,67.0,2.0,15.0,1.0,0.0,2.0,16.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,0.0,1.0,0.224,0.254,0.328,-0.071,45.2,0.058176145608465,0.0196988128968452,0.0025156521666869
5184,-0.09,93.0,19.0,24.0,2.0,1.0,0.0,7.0,7.0,2.0,1.0,1.0,0.0,19.0,2.0,2.0,0.0,0.258,0.274,0.301,-0.067,49.7,-0.57,-0.57,-0.058
5185,-0.1,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.143,0.143,0.143,-0.198,-64.3,0.04,0.04,0.004
5186,-0.11,26.0,2.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,1.0,0.154,0.258,0.308,-0.086,31.7,0.0605634070513084,0.0191176929743239,0.0024931159480573
5189,-0.13,136.0,18.0,30.0,6.0,1.0,1.0,9.0,0.0,1.0,10.0,1.0,0.0,31.0,3.0,2.0,1.0,0.221,0.277,0.301,-0.061,54.3,-0.88,-0.88,-0.09
5190,-0.13,30.0,5.0,6.0,1.0,1.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,0.2,0.294,0.3,-0.047,65.5,-0.08,-0.08,-0.008
5192,-0.13,34.0,5.0,7.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.206,0.229,0.412,-0.076,40.5,-0.52,-0.52,-0.053
5193,-0.14,78.0,7.0,14.0,4.0,0.0,2.0,11.0,0.0,1.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.179,0.226,0.308,-0.098,21.6,0.89,0.89,0.092
5195,-0.14,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.2,0.2,-0.138,-12.5,0.06,0.06,0.006
5196,-0.14,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.125,0.125,0.125,-0.215,-79.0,0.0817123223941307,0.0271331075645123,0.0033753374933431
5197,-0.14,187.0,19.0,43.0,4.0,3.0,1.0,11.0,6.0,3.0,20.0,6.0,1.0,29.0,11.0,5.0,1.0,0.23,0.322,0.299,-0.045,68.2,0.0555249532627816,0.0183649238616576,0.0024049459894781
5199,-0.15,16.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.125,0.25,0.125,-0.144,-18.3,0.0717596434532787,0.0248468101482644,0.0031041786543778
5201,-0.16,27.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.148,0.207,0.148,-0.151,-23.7,0.0730683105055748,0.0253175783293593,0.0031609251642019
5202,-0.17,20.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.145,-18.7,0.0716322706470191,0.0230491000190505,0.0029554187316588
5204,-0.18,306.0,27.0,73.0,10.0,1.0,1.0,18.0,10.0,7.0,16.0,2.0,0.0,56.0,8.0,7.0,2.0,0.239,0.279,0.288,-0.064,51.7,0.0595491460276064,0.0192257792836414,0.0025326647263958
5205,-0.18,13.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.077,0.077,0.077,-0.247,-92.3,-0.01,-0.03,-0.004
5206,-0.18,30.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.133,0.161,0.167,-0.165,-35.9,0.0755535357029595,0.0254392282616768,0.0032011102725068
5207,-0.19,71.0,5.0,14.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,3.0,0.0,24.0,2.0,2.0,1.0,0.197,0.266,0.282,-0.09,30.6,0.21,-0.07,-0.007
5208,-0.2,19.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.053,0.143,0.105,-0.196,-55.6,0.05,-0.09,-0.009
5209,-0.2,80.0,7.0,16.0,1.0,0.0,1.0,6.0,0.0,0.0,6.0,2.0,0.0,21.0,0.0,1.0,0.0,0.2,0.273,0.25,-0.09,29.3,-1.44,-1.44,-0.148
5211,-0.21,18.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.056,0.15,0.111,-0.18,-49.1,-0.12,-0.12,-0.012
